排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
1022,6931,青松健康,50.3,2025,11.2,14.2,1.48,19.2,0.92,126.0,13.2,0.56,8.35,4.21,1.39,0.71,10.2,4.05,4.13,1.89,49
1023,2324,仁寶,30.35,2025,"7,575",-16.8,427,-5.78,60.3,-40.0,5.64,0.66,1.04,-0.24,1.38,-0.92,5.2,-2.89,1.75,-0.85,36
1024,5353,台林,25.0,2025,18.3,-1.77,4.33,-9.48,1.03,-35.9,23.7,-2.02,5.65,-3.01,1.38,-0.77,7.41,-4.55,5.0,-2.66,49
1025,6658,聯策,79.8,2025,20.8,30.5,4.69,28.6,0.5,38.0,22.5,-0.35,1.73,-1.44,1.38,0.29,2.68,-1.49,1.2,-0.82,45
1026,4503,金雨,41.55,2025,6.65,92.0,1.45,889.0,1.07,236.0,21.8,27.0,16.2,39.0,1.37,2.64,6.87,13.5,6.23,12.1,70
1027,1568,倉佑,25.35,2025,10.5,0.3,3.41,16.8,1.4,-13.9,32.4,4.57,13.2,-2.1,1.36,-0.23,7.08,-1.53,5.9,-0.59,66
1028,1731,美吾華,21.85,2025,15.8,6.61,10,4.15,1.81,4.49,63.2,-1.49,11.4,-0.23,1.36,0.06,8.48,0.12,5.64,-0.12,60
1029,1808,潤隆,30.05,2025,65,-26.1,25.2,-36.6,13,-42.4,38.7,-6.41,20.0,-5.66,1.36,-0.92,9.5,-6.6,2.41,-2.39,45
1030,4566,時碩工業,70.1,2025,49.8,3.73,11,5.87,1.49,-39.9,22.1,0.45,2.76,-1.35,1.36,-1.12,2.72,-1.66,1.32,-0.8,45
1031,5880,合庫金,23.9,2025,744,13.0,,,213,10.8,,,28.8,-1.26,1.36,0.1,7.87,0.04,0.41,0.01,57
1032,6148,驊宏資,33.0,2025,9.04,19.8,2.03,15.7,0.63,-11.8,22.5,-0.8,7.02,-2.51,1.36,-0.18,10.5,-1.54,5.13,-0.9,47
1033,8064,東捷,78.0,2025,28.7,10.2,8.1,18.2,2.25,72.2,28.2,1.9,9.29,2.62,1.36,0.57,7.88,2.52,4.69,1.77,51
1034,8131,福懋科,60.7,2025,99.2,11.1,10.8,-5.9,6.03,-33.1,10.8,-1.95,6.07,-4.01,1.36,-0.68,5.21,-2.72,4.56,-2.42,53
1035,9907,統一實,18.0,2025,456,1.74,64.5,17.8,21.5,40.4,14.1,1.93,4.59,1.33,1.36,0.39,9.52,2.5,6.04,1.71,47
1036,8074,鉅橡,71.2,2025,13.1,4.4,3,3.98,1.09,14.8,22.9,-0.09,8.84,0.64,1.35,0.18,7.18,0.72,3.8,0.24,49
1037,2066,世德,46.3,2025,24.9,-9.64,7.45,-18.2,0.59,-77.6,29.9,-3.15,2.38,-7.22,1.34,-4.82,2.73,-10.1,1.54,-5.65,47
1038,2820,華票,17.2,2025,29.8,33.1,,,18,30.7,,,60.3,-1.09,1.34,0.32,6.77,1.29,0.69,0.12,57
1039,3652,精聯,28.0,2025,24.5,0.59,8.39,7.08,1.01,7.2,34.2,2.07,4.12,0.25,1.34,0.09,5.28,0.19,3.91,0.08,55
1040,4550,長佳,24.7,2025,9.19,-26.5,1.4,-29.7,0.51,-57.7,15.3,-0.7,5.5,-4.07,1.34,-1.82,5.25,-7.23,2.92,-3.4,48
1041,4935,茂林-KY,38.35,2025,53.5,-23.0,7.96,-26.7,1.72,-67.4,14.9,-0.75,3.22,-4.4,1.34,-2.76,2.08,-4.28,1.67,-3.45,53
1042,1227,佳格,30.75,2025,279,-3.8,68.6,-4.18,12.1,-30.3,24.6,-0.1,4.42,-1.8,1.33,-0.58,6.56,-3.34,4.47,-2.31,45
1043,3128,昇銳,24.65,2025,11,-0.14,3.6,3.46,0.62,-12.3,32.8,1.14,5.75,-0.64,1.32,-0.37,8.45,-2.05,3.68,-1.23,36
1044,2227,裕日車,55.5,2025,151,-34.6,14.3,-46.1,3.9,-76.7,9.47,-2.02,2.58,-4.64,1.3,-4.27,2.09,-6.94,1.66,-5.49,41
1045,4535,至興,28.25,2025,25.2,-13.4,5,-11.9,0.98,-47.0,19.8,0.35,8.09,-1.81,1.3,-1.14,7.14,-3.02,6.21,-2.48,59
1046,8011,台通,20.25,2025,20.8,-16.6,5.37,12.9,2.16,-46.9,25.9,6.77,12.6,-5.1,1.3,-1.13,6.67,-4.85,3.59,-2.28,53
1047,9905,大華,21.8,2025,81.8,-2.24,7.87,-16.9,3.97,-20.4,9.62,-1.7,4.77,-1.11,1.3,-0.33,4.67,-1.45,3.4,-1.06,45
1048,1903,士紙,49.3,2025,1.53,-1.59,1,6.89,3.36,1698.0,65.2,5.17,219.0,233.0,1.29,1.37,6.22,6.66,3.22,3.45,53
1049,2838,聯邦銀,20.9,2025,207,4.5,,,61,17.0,,,29.4,3.02,1.29,0.13,7.29,0.34,0.59,0.05,52
1050,5465,富驊,26.0,2025,54.5,21.6,7.1,4.35,1.9,-29.3,13.0,-2.15,4.22,-3.19,1.29,-0.53,7.67,-3.77,4.32,-2.39,34
1051,6570,維田,39.85,2025,9.16,3.05,3.15,-4.68,0.48,-18.9,34.3,-2.79,5.23,-1.41,1.29,-0.3,5.84,-1.17,3.46,-1.05,51
1052,8422,可寧衛*,29.45,2025,47.8,-7.53,25.4,25.3,14.6,24.5,53.1,13.9,29.9,7.13,1.29,-9.41,16.9,0.33,6.74,0.1,70
1053,3555,博士旺,260.0,2025,2.82,335.0,0.3,67.3,0.44,949.0,10.6,-16.9,12.8,22.8,1.28,1.47,8.53,11.3,7.26,9.1,55
1054,4542,科嶠,169.5,2025,7.36,37.7,2.59,21.9,0.41,1536.0,35.2,-4.54,5.73,5.18,1.28,1.2,6.14,5.71,2.49,2.3,47
1055,2353,宏碁,28.7,2025,"2,756",4.14,300,7.1,37.8,-31.8,10.9,0.3,2.1,-0.25,1.26,-0.58,6.35,-1.24,2.44,-0.47,36
1056,2834,臺企銀,16.3,2025,351,2.85,,,122,8.86,,,34.9,1.92,1.26,0.03,8.79,-0.14,0.5,0.01,62
1057,2468,華經,34.9,2025,26.9,19.9,2.66,8.54,0.88,30.9,9.87,-1.04,3.25,0.27,1.25,0.29,6.92,1.54,3.85,0.65,36
1058,3059,華晶科,37.65,2025,86.8,20.6,22.5,7.82,3.78,18.8,26.0,-3.08,6.38,0.52,1.24,0.09,5.28,1.0,3.29,0.72,51
1059,4767,誠泰科技,27.6,2025,9.86,-17.1,2.22,-23.2,0.39,-55.9,22.5,-1.79,3.95,-3.48,1.24,-1.58,4.12,-5.41,2.85,-3.35,53
1060,1709,和益,18.95,2025,90.1,-12.6,13.4,-8.57,5.88,-19.8,14.9,0.65,6.51,-0.6,1.23,-0.31,6.32,-2.01,4.71,-1.18,40
1061,2359,所羅門,115.0,2025,42.5,21.3,9.63,21.7,2.11,46.7,22.7,0.07,5.61,1.1,1.23,0.39,3.81,1.15,2.38,0.7,49
1062,2516,新建,13.6,2025,103,7.45,4.15,19.1,2.77,26.8,4.01,0.39,2.68,0.41,1.23,0.26,14.5,1.27,3.63,0.51,47
1063,2910,統領,22.75,2025,5.18,-14.5,4.57,6.02,2.15,8.66,88.2,17.0,41.5,8.83,1.23,0.1,7.85,0.4,3.49,0.06,57
1064,4161,聿新科,24.2,2025,8.37,-3.25,2.44,-9.11,0.71,-23.9,29.1,-1.87,8.34,-2.33,1.23,-0.61,7.43,-3.25,4.57,-1.62,51
1065,4907,富宇,39.75,2025,17.4,-72.2,3.73,-69.3,1.45,-79.6,21.4,2.0,8.3,-3.02,1.23,-4.77,5.78,-25.6,1.78,-6.24,36
1066,6573,虹揚-KY,12.5,2025,8.33,-13.4,0.95,194.0,0.99,163.0,11.4,8.01,11.9,19.9,1.23,3.17,11.7,20.7,5.16,8.94,47
1067,8068,全達,24.25,2025,8.37,11.6,0.39,26.7,0.99,-46.8,4.69,0.56,8.38,-15.5,1.23,-1.07,6.23,-12.3,4.07,-8.79,36
1068,2243,宏旭-KY,23.6,2025,17.4,-9.02,2.5,51.6,0.85,406.0,14.4,5.76,4.86,3.99,1.22,0.98,10.9,8.55,2.56,2.04,34
1069,2489,瑞軒,44.65,2025,247,6.13,23.9,14.9,7.92,-38.6,9.71,0.74,3.29,-2.32,1.22,-0.58,5.89,-3.59,3.8,-2.47,45
1070,3093,港建*,73.0,2025,18.7,38.8,5.68,13.9,1.77,15.2,30.4,-6.64,9.51,-1.94,1.22,0.16,16.4,2.54,10.8,1.42,60
1071,4764,雙鍵,212.5,2025,28.5,5.46,5.65,53.3,1.05,380.0,19.8,6.18,3.77,5.05,1.22,1.66,4.73,6.32,2.23,2.96,45
1072,4106,雃博,22.5,2025,24,0.74,11,2.67,1.21,5.11,45.9,0.86,5.07,0.22,1.2,0.06,4.92,0.06,3.86,0.22,57
1073,1409,新纖,16.7,2025,382,-14.5,69.7,-5.32,19.2,12.7,18.3,1.77,6.49,1.06,1.19,0.13,4.83,-0.19,1.13,-0.06,38
1074,1907,永豐餘,25.55,2025,736,-6.08,95.4,-8.48,19.7,21.0,13.0,-0.34,2.94,0.06,1.19,0.21,2.48,-0.4,1.3,-0.18,43
1075,4747,強生,52.8,2025,5.7,-6.81,2.28,-7.91,0.54,-36.4,40.1,-0.48,9.39,-4.37,1.19,-0.68,3.14,-1.85,2.64,-1.61,64
1076,5340,建榮,134.0,2025,22.8,15.7,4.23,48.5,2.32,53.4,18.6,4.1,10.2,2.51,1.19,0.41,10.6,3.09,8.45,2.26,50
1077,1457,宜進,15.0,2025,29.8,-12.1,2.88,-10.8,2.75,30.0,9.66,0.14,14.0,4.6,1.18,0.27,4.71,1.26,2.36,0.71,40
1078,6204,艾華,68.5,2025,3.87,0.36,1.33,1.29,0.27,-20.1,34.4,0.32,7.04,-1.81,1.18,-0.3,7.78,-2.53,5.41,-1.52,62
1079,2633,台灣高鐵,27.0,2025,546,2.75,236,1.22,65.8,2.0,43.3,-0.66,12.0,-0.09,1.17,0.02,9.09,0.09,1.72,0.08,55
1080,2109,華豐,14.7,2025,44.6,-9.82,9.75,-16.1,3.25,-27.8,21.9,-1.64,9.29,-3.18,1.16,-0.45,7.9,-4.09,4.92,-2.68,55
1081,4173,久裕,19.65,2025,15.5,19.2,3.11,22.8,0.87,-7.53,20.1,0.59,5.61,-1.62,1.16,-0.1,4.41,-0.35,1.4,-0.07,40
1082,6151,晉倫,35.55,2025,17.2,3.42,3.71,11.2,0.64,-21.9,21.5,1.5,3.72,-1.21,1.16,-0.32,6.36,-1.73,4.04,-0.93,40
1083,8941,關中,45.05,2025,29.8,-5.35,8.69,-4.63,0.41,-77.1,29.1,0.22,1.04,-4.32,1.16,-3.9,3.21,-13.5,1.66,-6.62,45
1084,6538,倉和,72.5,2025,14.5,-34.5,4.8,-49.7,0.43,-87.5,33.2,-10.0,2.96,-12.6,1.15,-8.08,2.15,-14.9,1.42,-9.9,55
1085,2613,中櫃,23.0,2025,33.7,2.49,5.71,3.81,1.57,35.9,17.0,0.22,4.77,1.24,1.14,0.3,4.87,1.28,1.6,0.45,43
1086,4440,宜新實業,18.15,2025,10.7,-4.85,1.26,-5.49,0.77,-35.2,11.8,-0.08,7.2,-3.37,1.14,-0.62,5.75,-3.19,3.37,-1.93,40
1087,5276,達輝-KY,15.5,2025,9.2,3.13,1.72,24.1,0.45,52.5,18.6,3.15,4.87,1.58,1.14,0.4,9.15,2.9,5.57,1.73,45
1088,6246,臺龍,16.5,2025,16,6.56,1.93,32.7,0.43,187.0,12.1,2.38,2.7,6.03,1.14,2.46,10.6,23.0,3.31,7.24,36
1089,1443,立益物流,24.0,2025,9.8,6.05,4.76,9.96,1.53,-37.6,48.5,1.72,15.8,-7.06,1.13,-0.68,8.63,-4.04,1.99,-0.89,51
1090,2495,普安,42.85,2025,11.8,-10.9,5.07,-24.1,3.08,-49.2,43.1,-7.49,26.2,-19.7,1.13,-1.09,6.68,-7.02,4.27,-4.59,60
1091,3669,圓展,39.35,2025,25.3,-3.05,14.8,-5.56,1.05,-44.5,58.4,-1.55,4.16,-3.1,1.13,-0.91,3.04,-2.5,2.28,-1.91,60
1092,6821,聯寶,67.5,2025,5.82,2.84,2.13,14.4,0.35,-4.99,36.6,3.69,6.02,-0.5,1.13,-0.06,5.46,-0.25,3.27,-0.55,51
1093,1702,南僑,36.7,2025,232,-2.41,57.4,-17.0,2.77,-72.6,24.8,-4.37,1.87,-3.19,1.12,-2.95,2.85,-5.93,1.31,-2.5,49
1094,2065,世豐,30.75,2025,20.7,-10.8,3.03,-30.6,0.71,-65.6,14.6,-4.18,3.41,-5.44,1.12,-2.44,3.84,-7.6,2.13,-4.07,40
1095,1540,喬福,22.0,2025,4.95,-0.53,1.68,-2.96,0.95,-47.6,33.9,-0.85,19.1,-17.2,1.11,-1.01,6.33,-5.93,5.47,-4.73,66
1096,6756,威鋒電子,76.1,2025,15.5,-8.83,7.52,-11.7,0.78,-50.6,48.5,-1.55,3.53,-5.42,1.11,-1.15,1.88,-3.4,1.43,-2.69,53
1097,8072,陞泰,29.6,2025,12.8,36.8,2.11,30.9,0.89,-11.2,16.5,-0.74,7.92,-3.85,1.11,-0.14,4.27,-0.45,3.86,-0.46,53
1098,3038,全台,23.4,2025,30.1,-16.5,6.93,-16.2,1.63,-50.2,23.0,0.09,5.4,-3.7,1.1,-1.11,6.09,-6.19,4.14,-3.94,53
1099,3052,夆典,11.05,2025,34.2,28.6,4.3,19.2,2.24,12.2,12.6,-0.99,6.61,-1.02,1.1,0.12,6.37,0.43,1.92,-0.38,40
1100,2732,六角,68.3,2025,43,7.13,22.2,8.07,0.5,-77.0,51.6,0.45,1.49,-3.91,1.09,-3.7,2.81,-6.7,1.14,-3.13,49
1101,3031,佰鴻,33.2,2025,11.4,-3.04,3.33,0.46,1.89,-0.05,29.1,1.01,16.3,0.53,1.09,0.0,6.13,0.05,5.21,0.03,60
1102,6606,建德工業,24.6,2025,8.15,11.8,3.28,21.3,1.2,17.7,40.2,3.14,14.8,-1.63,1.09,0.17,6.79,0.1,5.44,0.15,60
1103,6612,奈米醫材,71.0,2025,11.3,31.5,6.68,11.4,0.51,-50.3,59.1,-10.7,0.27,-6.07,1.09,-1.32,0.16,-3.01,0.1,-2.12,51
1104,6270,倍微,25.15,2025,27.7,4.86,2.36,3.33,0.78,65.0,8.51,-0.13,2.8,1.02,1.08,0.43,2.7,1.07,1.99,0.84,45
1105,3056,富華新,14.65,2025,40.5,-68.2,8.93,-70.8,5.15,-76.5,22.0,-1.93,12.7,-4.45,1.07,-5.08,5.82,-21.8,3.14,-7.77,51
1106,3441,聯一光,32.4,2025,4.25,28.5,1.37,24.0,0.43,-24.0,32.3,-1.17,10.3,-6.85,1.06,-0.34,5.37,-1.88,4.16,-1.53,57
1107,3567,逸昌,26.0,2025,2.81,-10.6,0.89,-23.6,0.36,-42.9,31.7,-5.36,12.9,-7.28,1.06,-0.81,6.13,-4.14,5.71,-3.64,70
1108,4433,興采,20.7,2025,36.1,12.1,7.64,13.9,0.64,46.6,21.2,0.34,1.61,0.43,1.06,0.34,2.78,0.97,0.83,0.25,43
1109,2312,金寶,24.55,2025,"1,635",-0.55,103,0.41,15.7,-4.57,6.32,0.06,1.31,-0.14,1.05,-0.06,5.79,-0.85,1.83,-0.22,34
1110,5278,尚凡*,23.65,2025,26.3,18.3,14.8,23.2,3.14,56.2,56.2,2.26,13.9,4.76,1.05,0.38,11.6,-23.2,7.38,-3.62,70
1111,6505,台塑化,54.9,2025,"6,262",-5.67,221,114.0,98.8,65.4,3.52,1.97,1.58,0.7,1.04,0.41,2.98,1.17,2.51,1.03,49
1112,6506,雙邦,16.95,2025,18.8,-1.7,3,15.2,0.85,38.9,16.0,2.35,5.09,2.51,1.04,0.29,7.43,3.54,3.78,1.82,38
1113,1109,信大,15.5,2025,44.3,-4.83,7.08,-28.6,3.51,-25.2,16.0,-5.31,8.63,-2.63,1.03,-0.35,3.73,-1.46,3.37,-1.23,55
1114,4952,凌通,42.5,2025,21.3,-13.6,7.11,-21.2,1.12,-54.5,33.4,-3.22,5.28,-4.75,1.03,-1.24,5.16,-6.17,3.96,-4.69,51
1115,8403,盛弘,22.2,2025,43.6,0.74,7.09,-0.75,1.42,-29.2,16.3,-0.25,2.57,-0.26,1.03,-0.5,2.86,-0.22,1.63,-0.05,43
1116,1784,訊聯,80.2,2025,12.4,1.19,6.84,-0.28,0.51,-38.6,55.3,-0.81,0.07,-5.65,1.02,-0.63,0.04,-3.36,0.03,-2.51,53
1117,4903,聯光通,47.8,2025,13.5,64.5,1.68,206.0,1.08,1319.0,12.4,5.75,7.97,7.52,1.02,0.95,9.77,9.42,6.83,6.55,51
1118,8070,長華*,48.3,2025,194,12.3,35.8,2.06,7.16,-55.0,18.5,-1.86,7.34,-7.29,1.02,-1.3,6.31,-5.72,3.6,-3.19,47
1119,1529,樂事綠能,24.15,2025,9.25,32.9,1.73,33.5,1.57,877.0,18.6,0.09,18.0,20.7,1.01,1.14,9.18,10.2,5.09,5.66,51
1120,2101,南港,35.65,2025,84.3,-44.6,18.1,-63.0,8.1,-72.5,21.5,-10.7,9.6,-9.76,1.01,-2.52,6.17,-18.5,1.65,-5.23,38
1121,3051,力特,20.55,2025,18.8,-0.63,6.07,-12.5,1.68,-50.2,32.4,-4.38,8.95,-8.92,1.01,-1.0,6.63,-6.77,4.11,-3.93,45
1122,6909,創控,64.9,2025,5.51,11.1,3.28,7.51,0.65,-30.5,59.6,-1.98,11.8,-7.04,1.01,-0.54,6.77,-4.65,5.76,-3.99,66
1123,2630,亞航,49.3,2025,54.5,4.89,5.65,22.1,2.1,49.2,10.4,1.46,3.85,1.14,1.0,0.33,5.98,1.9,3.65,1.15,32
1124,3438,類比科,46.55,2025,10.1,4.92,3.42,-6.87,0.47,-33.9,33.8,-4.29,4.66,-2.74,1.0,-0.51,2.21,-1.35,1.91,-1.19,57
1125,4164,承業醫,31.15,2025,44,22.2,11.5,51.3,1.86,10.6,26.1,5.04,5.13,0.06,1.0,-0.01,3.07,0.35,1.51,0.2,45
1126,3003,健和興,54.8,2025,44,-3.28,9.74,-25.4,1.54,-74.6,22.2,-6.58,3.86,-9.63,0.99,-2.89,2.55,-6.86,2.03,-5.3,51
1127,6195,詩肯,24.5,2025,22.1,-3.57,12.4,-3.21,0.49,-38.5,56.2,0.21,2.24,-1.29,0.99,-0.61,3.78,-2.31,1.36,-0.92,43
1128,1532,勤美,21.8,2025,154,-14.5,37,-19.3,4.11,-65.6,24.0,-1.42,4.72,-3.72,0.98,-2.07,3.76,-4.55,1.37,-1.48,40
1129,2904,匯僑,16.7,2025,4.74,-3.71,1.48,-17.7,0.77,-28.5,31.3,-5.33,16.2,-5.61,0.98,-0.4,5.95,-2.63,4.07,-1.43,57
1130,5906,台南-KY,49.3,2025,16.8,-7.04,9.26,-7.78,0.35,-40.3,55.1,-0.44,1.74,-1.33,0.98,-0.69,3.97,-3.25,1.5,-1.39,43
1131,1515,力山,23.15,2025,54.2,-11.1,6.9,-26.6,1.76,-44.7,12.7,-2.67,3.21,-2.02,0.97,-0.79,4.37,-3.81,2.22,-1.62,45
1132,1614,三洋電,32.3,2025,53.9,-5.22,10.9,-0.37,2.51,16.3,20.3,0.99,4.66,0.86,0.97,0.14,4.42,0.57,3.61,0.5,47
1133,6835,圓裕,38.35,2025,23.8,-2.38,5.15,-19.4,0.64,-76.2,21.6,-4.56,2.68,-8.34,0.97,-3.09,3.4,-11.9,1.58,-6.27,45
1134,8923,時報,19.85,2025,4.47,2.69,1.99,2.65,0.29,2.9,44.5,-0.02,6.53,0.01,0.96,0.03,6.4,0.11,3.29,0.03,47
1135,1722,台肥,45.65,2025,121,1.81,15.8,-11.3,9.32,-52.6,13.1,-1.93,7.71,-8.84,0.95,-1.06,1.7,-1.86,1.15,-1.27,40
1136,2235,謚源,32.55,2025,5.56,-6.01,1.02,-26.5,0.34,-64.3,18.4,-5.12,6.16,-10.0,0.95,-1.72,2.7,-4.66,2.33,-3.58,47
1137,5371,中光電,78.3,2025,396,-0.23,68.3,-3.13,3.72,-54.7,17.3,-0.52,0.9,-0.75,0.95,-1.15,1.35,-1.17,0.62,-0.55,36
1138,2201,裕隆,26.75,2025,724,-15.6,233,-13.2,9.79,-75.2,32.3,0.93,4.97,-3.11,0.93,-2.85,3.82,-3.75,0.97,-0.84,36
1139,2527,宏璟,36.7,2025,6.59,-90.9,3.19,-82.3,2.45,-80.8,48.4,23.7,33.8,16.6,0.93,-3.93,1.42,-8.33,0.74,-3.79,47
1140,2845,遠東銀,12.65,2025,129,0.06,,,41.7,-2.93,,,32.4,-1.0,0.93,-0.08,6.36,-0.79,0.48,-0.04,57
1141,4556,旭然,32.75,2025,6.73,-3.75,2.66,10.6,0.39,173.0,39.5,5.12,5.79,3.76,0.92,0.58,4.71,2.97,2.46,1.57,49
1142,6209,今國光,62.1,2025,36.5,50.6,7.07,263.0,1.61,224.0,19.4,11.3,4.4,9.77,0.92,1.67,5.31,9.69,3.65,6.9,43
1143,6276,安鈦克,31.3,2025,14.4,20.2,3.34,24.6,0.2,142.0,23.2,0.82,1.4,5.38,0.92,3.08,9.19,27.8,3.09,11.0,34
1144,8038,長園科,42.05,2025,5.97,238.0,1.72,2571.0,0.57,159.0,28.9,25.2,8.58,65.9,0.92,2.46,10.3,30.0,4.27,13.5,47
1145,1597,直得,117.5,2025,11.4,9.81,4.67,9.99,0.79,-15.3,41.0,0.07,6.98,-2.07,0.91,-0.17,3.31,-0.65,1.92,-0.39,55
1146,2409,友達,19.85,2025,"2,814",0.41,324,33.6,68.4,323.0,11.5,2.86,2.48,3.53,0.9,1.3,4.32,6.13,1.8,2.56,45
1147,4119,旭富,48.55,2025,13.4,-11.8,3.51,-14.5,1.07,-79.9,26.1,-0.83,7.99,-27.1,0.9,-3.57,1.98,-8.13,1.52,-6.17,49
1148,4166,友霖,25.8,2025,14,14.5,7.91,21.4,2.08,94.1,56.5,3.18,14.9,6.1,0.9,0.42,9.58,3.37,7.64,3.41,68
1149,6207,雷科,57.1,2025,11.1,-18.2,3.44,-20.0,0.72,-56.4,30.8,-0.7,6.34,-5.73,0.9,-1.17,3.57,-5.1,1.7,-2.32,51
1150,4707,磐亞,15.05,2025,13.4,-6.78,-0.27,-240.0,3.6,-5.64,-2.02,-3.36,26.8,0.33,0.89,-0.06,5.89,-0.45,4.15,-0.32,45
1151,6136,富爾特,24.45,2025,6.39,29.8,1.64,57.5,1.03,-0.13,25.7,4.51,13.2,-7.92,0.89,-0.01,2.49,-0.33,2.3,-0.43,51
1152,6841,長佳智能,58.8,2025,3.79,12.2,2.25,8.24,0.83,175.0,59.4,-2.19,28.4,17.5,0.89,0.58,5.45,3.58,5.11,3.35,70
1153,8042,金山電,66.2,2025,37.7,9.79,7.54,11.8,1.15,49.1,20.0,0.36,3.04,0.76,0.89,0.29,2.8,0.86,1.28,0.36,45
1154,8096,擎亞,91.5,2025,347,22.8,12.6,53.8,1.33,-72.8,3.62,0.73,0.38,-1.35,0.89,-2.38,4.97,-15.5,1.48,-4.14,34
1155,2344,華邦電,87.8,2025,894,9.55,312,30.0,39.6,559.0,34.9,5.48,3.55,2.68,0.88,0.74,2.98,2.27,1.72,1.33,45
1156,4432,銘旺實,15.05,2025,10.9,-3.15,2.46,-13.6,0.45,-66.6,22.6,-2.74,4.09,-7.79,0.88,-1.76,3.06,-6.48,2.56,-5.64,55
1157,4702,中美實,10.0,2025,0.69,-61.6,0.29,-21.5,0.64,50.7,42.2,21.5,92.3,68.8,0.88,0.3,4.97,1.54,4.31,1.37,62
1158,1521,大億,25.35,2025,36.3,-1.79,5.91,15.0,0.66,-24.0,16.3,2.38,1.83,-0.54,0.87,-0.28,3.56,-1.24,2.28,-0.55,32
1159,2705,六福,17.6,2025,22.9,-1.47,7.49,-6.5,1.67,87.5,32.7,-1.76,7.27,3.45,0.87,0.41,3.37,1.54,1.07,0.5,43
1160,3006,晶豪科,153.0,2025,146,8.08,24.9,52.3,2.45,-51.5,17.1,4.95,1.68,-2.07,0.87,-0.93,2.39,-2.6,1.42,-1.4,43
1161,6465,威潤,49.05,2025,2.63,63.6,1.59,311.0,0.4,162.0,60.3,36.3,15.4,56.2,0.86,2.18,8.58,28.9,7.62,20.8,68
1162,5604,中連,34.5,2025,1.59,0.36,1.31,-0.3,0.92,-66.1,81.9,-0.55,57.9,-113.0,0.85,-1.65,4.23,-7.95,3.36,-6.38,66
1163,1103,嘉泥,14.0,2025,30.2,1.0,4.87,12.1,5.56,74.1,16.2,1.59,18.8,7.5,0.84,0.36,2.81,1.28,1.67,0.73,40
1164,2108,南帝,26.05,2025,95.5,-16.0,21.3,-5.54,4.1,-27.0,22.3,2.47,7.6,-0.14,0.83,-0.31,4.45,-1.16,3.96,-1.01,60
1165,3615,安可,34.9,2025,9.28,-9.12,2.09,26.0,0.56,33296.0,22.5,6.29,10.7,6.79,0.82,0.82,3.99,2.4,3.22,2.01,62
1166,1416,廣豐,11.7,2025,3.6,7.99,1.31,7.59,1.51,2.5,36.4,-0.14,45.8,-4.87,0.81,0.02,3.74,-0.52,2.79,-0.48,51
1167,1459,聯發,11.7,2025,11,31.3,1.42,574.0,2.56,19.1,12.9,16.5,22.9,-2.69,0.81,0.13,7.56,0.34,5.29,0.75,57
1168,3581,博磊,119.0,2025,15.7,13.9,5.2,13.3,0.41,33.2,33.1,-0.17,5.56,0.31,0.81,0.21,8.43,1.17,4.31,0.68,45
1169,6220,岳豐,33.4,2025,83.6,-17.2,23.9,-9.94,1.19,-12.8,28.5,2.3,1.42,0.07,0.81,-0.12,3.66,-0.6,1.26,-0.19,36
1170,4160,訊聯基因,44.7,2025,6.03,-8.88,2.5,-10.6,0.21,-60.9,41.5,-0.78,3.56,-4.73,0.8,-1.25,3.71,-7.44,2.8,-5.51,51
1171,2849,安泰銀,14.1,2025,57.6,3.97,,,15.4,16.1,,,26.7,2.79,0.79,0.11,4.37,0.46,0.41,0.03,52
1172,1470,大統新創,23.0,2025,8.04,1.99,1.94,-2.5,0.67,-30.9,24.2,-1.11,8.37,-3.98,0.78,-0.35,6.57,-3.07,5.67,-2.58,57
1173,1735,日勝化,29.3,2025,23,-12.9,4.18,-11.0,0.78,-19.5,18.1,0.39,3.37,-0.27,0.78,-0.19,4.97,-1.31,2.49,-0.44,45
1174,2634,漢翔,50.4,2025,355,-9.88,25.3,-32.0,7.33,-66.2,7.14,-2.33,2.07,-3.44,0.78,-1.52,4.06,-8.21,1.42,-3.23,28
1175,6015,宏遠證,13.0,2025,15.3,0.56,13.9,1.66,2.99,-11.4,90.7,0.98,19.6,-2.64,0.76,-0.15,5.43,-1.2,1.95,-0.33,45
1176,6202,盛群,55.0,2025,30.6,22.2,11.9,18.1,1.73,216.0,38.9,-1.38,6.08,12.0,0.76,1.42,4.86,8.68,3.32,5.83,57
1177,1233,天仁,29.5,2025,21.6,-1.62,12.9,0.16,0.68,-23.0,59.8,1.06,3.13,-0.85,0.75,-0.22,4.81,-1.13,2.97,-0.73,51
1178,1605,華新,32.3,2025,"1,742",-2.83,111,-6.13,31.8,14.2,6.37,-0.22,1.34,-0.1,0.75,0.06,1.45,-0.27,0.81,-0.15,36
1179,6163,華電網,67.4,2025,61.1,10.9,12.3,0.29,1.05,-19.3,20.1,-2.13,1.71,-0.66,0.75,-0.18,3.93,-1.35,1.61,-0.69,43
1180,1904,正隆,18.6,2025,430,-4.85,77.3,4.92,8.23,36.0,18.0,1.67,1.86,0.41,0.74,0.19,2.64,0.46,1.11,0.19,40
