排名,代號,名稱,股價日期,成交,漲跌價,漲跌幅,股利發放年度,股利發放頻率,現金股利,股票股利,合計股利,除息價,除息價現金殖利率,除權價,除權價股票殖利率,除權息合計殖利率,除息交易日,除權交易日,現金股利發放日
571,1456,怡華,04/17,14.45,-0.3,-2.03,2024,年,0.2,0,0.2,19.95,1,,0,1,'24/07/02,,'24/07/29
572,1457,宜進,04/17,15,0,0,2024,年,1,0.5,1.5,20.55,4.87,21.4,2.34,7.2,'24/03/28,'24/08/28,'24/04/29
573,1459,聯發,04/17,11.7,-0.05,-0.43,2024,年,0,0,0,,0,,0,0,,,
574,1460,宏遠,04/17,6.91,-0.05,-0.72,2024,年,0,0,0,,0,,0,0,,,
575,1463,強盛新,04/17,18,0,0,2024,年,0.5,0,0.5,26,1.92,,0,1.92,'24/08/29,,'24/09/20
576,1465,偉全,04/17,12.7,-0.4,-3.05,2024,年,0.5,0,0.5,15.35,3.26,,0,3.26,'24/09/10,,'24/10/07
577,1466,聚隆,04/17,16.8,+0.05,+0.3,2024,年,0,0,0,,0,,0,0,,,
578,1467,南緯,04/17,7,0,0,2024,年,0,0,0,,0,,0,0,,,
579,1468,昶和,04/17,12.1,+0.1,+0.83,2024,年,0,0,0,,0,,0,0,,,
580,1470,大統新創,04/17,23,-0.3,-1.29,2024,半年,0.58,0,0.58,20.7,2.8,,0,2.8,'24/07/15,,'24/08/16
581,1471,首利,04/17,12,0,0,2024,年,0,0,0,,0,,0,0,,,
582,1472,三洋實業,04/17,95.4,+0.5,+0.53,2024,年,2,0,2,72.2,2.77,,0,2.77,'24/06/13,,'24/07/17
583,1473,台南,04/17,23.2,-0.25,-1.07,2024,年,1.2,0,1.2,48.7,2.46,,0,2.46,'24/06/27,,'24/07/19
584,1474,弘裕,04/17,10.55,+0.05,+0.48,2024,年,0,0,0,,0,,0,0,,,
585,1475,業旺,04/17,28.35,-0.15,-0.53,2024,年,2,0,2,65.2,3.07,,0,3.07,'24/07/10,,'24/08/01
586,1476,儒鴻,04/17,349.5,+3.5,+1.01,2024,年,13.5,0,13.5,554,2.44,,0,2.44,'24/04/11,,'24/05/13
587,1477,聚陽,04/17,215,-1.5,-0.69,2024,半年,23.4,0.4,23.8,379,5.98,379,0.11,6.08,'24/09/12,'24/09/12,'24/10/18
588,1503,士電,04/17,197.5,+1.5,+0.77,2024,年,3,0,3,291.5,1.03,,0,1.03,'24/07/24,,'24/08/16
589,1504,東元,04/17,62.9,-0.3,-0.47,2024,年,2.2,0,2.2,57.6,3.82,,0,3.82,'24/06/18,,'24/07/15
590,1506,正道,04/17,11.15,+0.1,+0.9,2024,年,0,0,0,,0,,0,0,,,
591,1512,瑞利,04/17,7.45,+0.01,+0.13,2024,年,0,0,0,,0,,0,0,,,
592,1513,中興電,04/17,153,-2,-1.29,2024,年,3.6,0,3.6,188,1.91,,0,1.91,'24/07/01,,'24/07/24
593,1515,力山,04/17,23.15,-0.05,-0.22,2024,年,1.2,0,1.2,46.15,2.6,,0,2.6,'24/06/13,,'24/07/10
594,1516,川飛,04/17,19.7,-0.3,-1.5,2024,年,0,0.306,0.306,,0,20.3,1.51,1.51,,'24/11/01,
595,1517,利奇,04/17,11.2,0,0,2024,年,0.2,0,0.2,15.35,1.3,,0,1.3,'24/09/13,,'24/10/09
596,1521,大億,04/17,25.35,+0.15,+0.6,2024,年,0.7,0,0.7,38.95,1.8,,0,1.8,'24/07/01,,'24/08/02
597,1522,堤維西,04/17,32.8,-0.4,-1.2,2024,年,2,0,2,72,2.78,,0,2.78,'24/07/18,,'24/08/16
599,1524,耿鼎,04/17,29.55,+0.25,+0.85,2024,年,1.3,0,1.3,37.1,3.5,,0,3.5,'24/04/11,,'24/05/10
600,1525,江申,04/17,60.8,+0.1,+0.16,2024,年,3.3,0,3.3,77.3,4.27,,0,4.27,'24/06/27,,'24/07/30
601,1526,日馳,04/17,16.75,-0.1,-0.59,2024,半年,0,0,0,,0,,0,0,,,
602,1527,鑽全,04/17,33,+0.05,+0.15,2024,年,2,0,2,43.7,4.58,,0,4.58,'24/07/29,,'24/08/30
603,1528,恩德,04/17,29.2,-0.6,-2.01,2024,年,0.1,0,0.1,13.55,0.74,,0,0.74,'24/08/26,,'24/09/19
604,1529,樂事綠能,04/17,24.15,+0.4,+1.68,2024,年,0.3,0.3,0.6,37.4,0.8,37.4,0.8,1.6,'24/07/25,'24/07/25,'24/09/11
605,1530,亞崴,04/17,28.35,-0.05,-0.18,2024,年,1.5,0,1.5,31.25,4.8,,0,4.8,'24/08/08,,'24/09/05
606,1531,高林股,04/17,13.1,+0.05,+0.38,2024,年,0.2,0,0.2,14.4,1.39,,0,1.39,'24/08/01,,'24/08/23
607,1532,勤美,04/17,21.8,-0.35,-1.58,2024,年,1.434,0,1.434,40.3,3.56,,0,3.56,'24/08/29,,'24/09/19
608,1533,車王電,04/17,31.25,-0.1,-0.32,2024,年,0,0,0,,0,,0,0,,,
609,1535,中宇,04/17,52.2,+0.3,+0.58,2024,年,3.3,0,3.3,70.6,4.67,,0,4.67,'24/07/19,,'24/08/15
610,1536,和大,04/17,51.3,+0.5,+0.98,2024,半年,1,0,1,55.3,1.81,,0,1.81,'24/07/01,,'24/07/26
611,1537,廣隆,04/17,125,0,0,2024,年,7,0,7,146,4.79,,0,4.79,'24/08/21,,'24/09/10
612,1538,正峰,04/17,12.8,+0.2,+1.59,2024,年,0,0,0,,0,,0,0,,,
613,1539,巨庭,04/17,16.45,0,0,2024,年,0.6,0,0.6,24.25,2.47,,0,2.47,'24/08/26,,'24/09/20
614,1540,喬福,04/17,22,-0.2,-0.9,2024,年,1.1,0,1.1,31.15,3.53,,0,3.53,'24/07/30,,'24/08/29
615,1541,錩泰,04/17,25.2,-0.1,-0.4,2024,年,0.5,0,0.5,31.8,1.57,,0,1.57,'24/08/27,,'24/09/20
616,1558,伸興,04/17,93.7,-0.1,-0.11,2024,年,3.8,0,3.8,101.5,3.74,,0,3.74,'24/08/01,,'24/09/05
617,1560,中砂,04/17,533,-11,-2.02,2024,年,3.996,0,3.996,354.5,1.13,,0,1.13,'24/07/11,,'24/08/02
618,1563,巧新,04/17,42.8,0,0,2024,年,1.802,0,1.802,71.9,2.51,,0,2.51,'24/07/18,,'24/08/09
619,1565,精華,04/17,108.5,-0.5,-0.46,2024,年,7,0,7,181.5,3.86,,0,3.86,'24/08/27,,'24/09/12
620,1568,倉佑,04/17,25.35,+0.05,+0.2,2024,年,1.34,0,1.34,31.8,4.21,,0,4.21,'24/05/27,,'24/06/19
621,1569,濱川,04/17,52.5,-0.4,-0.76,2024,年,1,0,1,27.15,3.68,,0,3.68,'24/08/19,,'24/09/13
622,1570,力肯,04/17,32.8,-0.4,-1.2,2024,年,1,0,1,31.85,3.14,,0,3.14,'24/07/04,,'24/08/02
623,1580,新麥,04/17,126,-1.5,-1.18,2024,年,9,0,9,160,5.62,,0,5.62,'24/07/04,,'24/07/31
624,1582,信錦,04/17,99.2,-2.3,-2.27,2024,年,4.03,0,4.03,114.5,3.52,,0,3.52,'24/07/19,,'24/08/21
625,1583,程泰,04/17,48.2,+0.65,+1.37,2024,年,4,0,4,69.3,5.77,,0,5.77,'24/08/15,,'24/09/06
626,1584,精剛,04/17,21.15,+0.05,+0.24,2024,年,1.5,0,1.5,35,4.29,,0,4.29,'24/06/17,,'24/07/16
627,1586,和勤,04/17,22.75,+0.1,+0.44,2024,年,0.1,0.03,0.13,32.65,0.31,32.65,0.09,0.4,'24/11/11,'24/11/11,'24/12/05
628,1587,吉茂,04/17,34.4,-0.6,-1.71,2024,半年,0.502,0.5,1.002,68.7,0.73,44.38,1.13,1.86,'24/05/31,,'24/06/28
629,1590,亞德客-KY,04/17,1255,+30,+2.45,2024,年,17.68,0,17.68,874,2.02,,0,2.02,'24/09/26,,'24/10/30
630,1591,駿吉-KY,04/17,57.7,-0.3,-0.52,2024,半年,0,0,0,,0,,0,0,,,
631,1593,祺驊,04/17,33.4,-0.1,-0.3,2024,季,1.6,0,1.6,42.55,3.76,,0,3.76,'24/06/17,,'24/07/12
632,1595,川寶,04/17,52.5,-0.5,-0.94,2024,年,0.998,0,0.998,42.25,2.36,,0,2.36,'24/07/09,,'24/08/02
633,1597,直得,04/17,117.5,+0.5,+0.43,2024,半年,0.8,0,0.8,101,0.79,,0,0.79,'24/08/22,,
634,1598,岱宇,04/17,20.65,+0.25,+1.23,2024,年,0,0.5,0.5,,0,31.9,1.57,1.57,,'24/07/18,
635,1599,宏佳騰,04/17,25.4,+0.05,+0.2,2024,年,0,0,0,,0,,0,0,,,
636,1603,華電,04/17,32.8,+0.05,+0.15,2024,年,1.3,0,1.3,41.6,3.12,,0,3.12,'24/08/28,,'24/09/20
637,1604,聲寶,04/17,23.8,-0.05,-0.21,2024,年,1.5,0,1.5,30.3,4.95,,0,4.95,'24/04/11,,'24/05/09
638,1605,華新,04/17,32.3,+0.2,+0.62,2024,年,1.1,0,1.1,36.85,2.99,,0,2.99,'24/06/20,,'24/07/18
639,1608,華榮,04/17,33.15,-0.3,-0.9,2024,年,1,0,1,40.5,2.47,,0,2.47,'24/07/10,,'24/08/15
640,1611,中電,04/17,12.2,-0.2,-1.61,2024,年,0.5,0,0.5,17.65,2.83,,0,2.83,'24/06/07,,'24/07/05
641,1612,宏泰,04/17,35.65,0,0,2024,年,2,0,2,39.05,5.12,,0,5.12,'24/07/02,,'24/07/29
642,1614,三洋電,04/17,32.3,+0.05,+0.16,2024,年,1.073,0,1.073,45.2,2.37,,0,2.37,'24/07/09,,'24/08/06
643,1616,億泰,04/17,23.65,-0.05,-0.21,2024,年,0.37,0,0.37,20.6,1.8,,0,1.8,'24/08/28,,'24/09/20
644,1617,榮星,04/17,15.75,-0.15,-0.94,2024,年,0.282,0,0.282,22.75,1.24,,0,1.24,'24/07/30,,'24/08/28
645,1618,合機,04/17,39.05,-0.15,-0.38,2024,年,1,0,1,56.4,1.77,,0,1.77,'24/07/22,,'24/08/19
646,1623,大東電,04/17,209.5,+14,+7.16,2024,年,3,0,3,233.3,1.29,,0,1.29,,,
647,1626,艾美特-KY,04/17,12,+1.05,+9.59,2024,年,0.3,0,0.3,16.1,1.86,,0,1.86,'24/06/20,,'24/07/17
648,1702,南僑,04/17,36.7,-0.25,-0.68,2024,年,2.5,0,2.5,62,4.03,,0,4.03,'24/05/31,,'24/07/03
649,1707,葡萄王,04/17,118.5,+0.5,+0.42,2024,年,6.9,0,6.9,160.5,4.3,,0,4.3,'24/06/20,,'24/07/18
650,1708,東鹼,04/17,39.35,-0.6,-1.5,2024,年,1.5,0,1.5,34.5,4.35,,0,4.35,'24/05/31,,'24/07/01
651,1709,和益,04/17,18.95,-0.15,-0.79,2024,半年,0.6,0,0.6,24,2.5,,0,2.5,'24/08/27,,'24/09/27
652,1710,東聯,04/17,13.5,-0.35,-2.53,2024,年,0.2,0,0.2,17.2,1.16,,0,1.16,'24/07/02,,'24/07/29
653,1711,永光,04/17,47.95,+4.35,+9.98,2024,年,0.15,0,0.15,18.9,0.79,,0,0.79,'24/06/20,,'24/07/18
654,1712,興農,04/17,42.65,-0.2,-0.47,2024,年,2.8,0,2.8,42,6.67,,0,6.67,'24/03/14,,'24/04/16
655,1713,國化,04/17,48.25,-0.05,-0.1,2024,年,1.4,0,1.4,59.9,2.34,,0,2.34,'24/07/05,,'24/07/30
656,1714,和桐,04/17,9.63,-0.23,-2.33,2024,年,0.3,0,0.3,9.22,3.25,,0,3.25,'24/08/15,,'24/09/13
657,1717,長興,04/17,81,+4.9,+6.44,2024,年,0.8,0,0.8,31.25,2.56,,0,2.56,'24/04/25,,'24/05/24
658,1718,中纖,04/17,6.89,-0.14,-1.99,2024,年,0,0,0,,0,,0,0,,,
659,1720,生達,04/17,63,-0.7,-1.1,2024,年,2.7,0,2.7,74.4,3.63,,0,3.63,'24/08/01,,'24/08/30
660,1721,三晃,04/17,20.5,+1.85,+9.92,2024,年,0,0,0,,0,,0,0,,,
661,1722,台肥,04/17,45.65,0,0,2024,年,2.6,0,2.6,63,4.13,,0,4.13,'24/08/27,,'24/09/16
662,1723,中碳,04/17,81.2,-0.3,-0.37,2024,年,4,0,4,106,3.77,,0,3.77,'24/07/11,,'24/08/09
663,1725,元禎,04/17,31,+0.1,+0.32,2024,年,0.85,0,0.85,45,1.89,,0,1.89,'24/07/23,,'24/08/13
664,1726,永記,04/17,76.5,+0.1,+0.13,2024,年,3.5,0,3.5,83.2,4.21,,0,4.21,'24/07/17,,'24/08/19
665,1727,中華化,04/17,56.3,+2.1,+3.87,2024,年,0.287,0,0.287,31.35,0.91,,0,0.91,'24/07/29,,'24/08/30
666,1730,花仙子,04/17,52.8,0,0,2024,半年,2.8,0,2.8,56.7,4.94,,0,4.94,'24/08/01,,'24/08/28
667,1731,美吾華,04/17,21.85,-0.05,-0.23,2024,年,1.15,0,1.15,26.2,4.39,,0,4.39,'24/06/28,,'24/07/24
668,1732,毛寶,04/17,26.1,-0.1,-0.38,2024,年,0,0,0,,0,,0,0,,,
669,1733,五鼎,04/17,29.6,-0.35,-1.17,2024,年,1.1,0,1.1,35.45,3.1,,0,3.1,'24/05/17,,'24/06/14
670,1735,日勝化,04/17,29.3,+1.2,+4.27,2024,年,0.5,0,0.5,18.6,2.69,,0,2.69,'24/08/28,,'24/09/16
671,1736,喬山,04/17,118.5,-1.5,-1.25,2024,年,0.999,0,0.999,117,0.85,,0,0.85,'24/07/30,,'24/08/26
672,1737,臺鹽,04/17,32.2,0,0,2024,年,1.2,0,1.2,34.3,3.5,,0,3.5,'24/08/20,,'24/09/16
673,1742,台蠟,04/17,15.85,-0.3,-1.86,2024,年,0,0,0,,0,,0,0,,,
674,1752,南光,04/17,35.55,-0.05,-0.14,2024,年,2,0,2,53.8,3.72,,0,3.72,'24/07/04,,'24/07/31
675,1760,寶齡富錦,04/17,64.5,-0.5,-0.77,2024,年,1.5,0,1.5,98.5,1.52,,0,1.52,'24/06/13,,'24/07/10
676,1762,中化生,04/17,29.35,-0.35,-1.18,2024,年,0.8,0,0.8,52.2,1.53,,0,1.53,'24/07/24,,'24/08/19
677,1776,展宇,04/17,16.15,-0.15,-0.92,2024,年,0.5,0,0.5,17.9,2.79,,0,2.79,'24/06/13,,'24/07/11
678,1777,生泰,04/17,72.1,+1.3,+1.84,2024,年,3.5,0,3.5,104,3.37,,0,3.37,'24/07/19,,'24/08/16
679,1781,合世,04/17,11.5,-0.2,-1.71,2024,年,0,0,0,,0,,0,0,,,
680,1783,和康生,04/17,41.75,-0.2,-0.48,2024,年,0.999,0,0.999,46.5,2.15,,0,2.15,'24/07/23,,'24/08/16
681,1784,訊聯,04/17,80.2,-1.4,-1.72,2024,半年,0.709,0.709,1.418,116.5,0.61,116.5,0.61,1.22,'24/09/19,'24/09/19,'24/10/25
682,1785,光洋科,04/17,156,+14,+9.86,2024,年,1.2,0,1.2,71.5,1.68,,0,1.68,'24/07/18,,'24/08/16
683,1786,科妍,04/17,63.4,-1.5,-2.31,2024,年,2.408,0,2.408,114.5,2.1,,0,2.1,'24/07/24,,'24/08/16
684,1788,杏昌,04/17,136,-0.5,-0.37,2024,年,7,0,7,146.5,4.78,,0,4.78,'24/06/14,,'24/07/15
685,1789,神隆,04/17,21.9,+0.3,+1.39,2024,年,0.3,0,0.3,28.9,1.04,,0,1.04,'24/07/04,,'24/07/29
686,1795,美時,04/17,234.5,-1.5,-0.64,2024,年,4.647,0,4.647,260,1.79,,0,1.79,'24/08/05,,'24/08/30
687,1796,金穎生技,04/17,39.55,-0.45,-1.12,2024,年,2,0,2,64,3.12,,0,3.12,'24/07/10,,'24/07/31
688,1799,易威,04/17,43.5,+2.2,+5.33,2024,年,0,0,0,,0,,0,0,,,
689,1802,台玻,04/17,74.2,+4.3,+6.15,2024,年,0,0,0,,0,,0,0,,,
690,1805,寶徠,04/17,11,0,0,2024,年,0,0,0,,0,,0,0,,,
691,1806,冠軍,04/17,8.36,-0.08,-0.95,2024,年,0,0,0,,0,,0,0,,,
692,1808,潤隆,04/17,30.05,-0.3,-0.99,2024,年,3,12,15,119.5,2.51,119.5,10,12.6,'24/09/26,'24/09/26,'24/10/31
693,1809,中釉,04/17,27.2,+0.1,+0.37,2024,年,0.2,0,0.2,24.3,0.82,,0,0.82,'24/07/31,,'24/08/23
694,1810,和成,04/17,18.5,+0.45,+2.49,2024,年,0.2,0,0.2,18,1.11,,0,1.11,'24/07/29,,'24/08/23
695,1813,寶利徠,04/17,13.4,-0.15,-1.11,2024,年,0.5,0,0.5,20.65,2.42,,0,2.42,'24/08/01,,'24/08/30
696,1815,富喬,04/17,127,+11.5,+9.96,2024,年,0,0,0,,0,,0,0,,,
697,1817,凱撒衛,04/17,38.7,-0.15,-0.39,2024,年,1.8,0,1.8,39.75,4.53,,0,4.53,'24/07/03,,'24/07/26
698,1903,士紙,04/17,49.3,-0.15,-0.3,2024,年,0,0,0,,0,,0,0,,,
699,1904,正隆,04/17,18.6,-0.3,-1.59,2024,年,0.5,0,0.5,29.1,1.72,,0,1.72,'24/06/24,,'24/07/29
700,1905,華紙,04/17,14.1,-0.5,-3.42,2024,年,0,0,0,,0,,0,0,,,
701,1906,寶隆,04/17,11.9,+0.1,+0.85,2024,半年,0.15,0,0.15,16,0.94,,0,0.94,'24/07/04,,
702,1907,永豐餘,04/17,25.55,-0.4,-1.54,2024,年,0.9,0,0.9,31.4,2.87,,0,2.87,'24/07/11,,'24/08/09
703,1909,榮成,04/17,9.61,-0.08,-0.83,2024,半年,0,0,0,,0,,0,0,,,
704,2002,中鋼,04/17,20.1,+0.15,+0.75,2024,年,0.35,0,0.35,23.15,1.51,,0,1.51,'24/07/25,,'24/08/28
706,2006,東和鋼鐵,04/17,71.8,+0.8,+1.13,2024,年,4.2,0,4.2,77.7,5.41,,0,5.41,'24/03/22,,'24/04/26
707,2007,燁興,04/17,8,-0.03,-0.37,2024,年,0,0,0,,0,,0,0,,,
708,2008,高興昌,04/17,27.4,-0.05,-0.18,2024,年,1,0,1,25.95,3.85,,0,3.85,'24/07/12,,'24/08/15
709,2009,第一銅,04/17,40.5,-0.75,-1.82,2024,年,0,0,0,,0,,0,0,,,
710,2010,春源,04/17,24.95,-0.15,-0.6,2024,年,1,0,1,20.4,4.9,,0,4.9,'24/07/04,,'24/08/02
711,2012,春雨,04/17,16,+0.05,+0.31,2024,半年,0.91,0,0.91,25.05,3.63,,0,3.63,'24/06/28,,'24/07/29
712,2013,中鋼構,04/17,44.05,-0.05,-0.11,2024,年,1.9,0,1.9,59,3.22,,0,3.22,'24/07/04,,'24/07/30
