排名,代號,名稱,股價日期,成交,漲跌價,漲跌幅,股利發放年度,股利發放頻率,現金股利,股票股利,合計股利,除息價,除息價現金殖利率,除權價,除權價股票殖利率,除權息合計殖利率,除息交易日,除權交易日,現金股利發放日
496,1110,東泥,09/04,16.3,+0.2,+1.24,2026,年,0.3,0,0.3,15.95,1.88,,0,1.88,'26/07/09,,'26/08/07
497,1201,味全,09/04,12.25,+0.1,+0.82,2026,年,0.21,0,0.21,12.65,1.66,,0,1.66,'26/07/23,,'26/08/20
498,1203,味王,09/04,44.7,+1.5,+3.47,2026,年,1,0,1,44.35,2.25,,0,2.25,'26/09/03,,'26/10/07
499,1210,大成,09/04,52.2,+0.4,+0.77,2026,年,3,0,3,55.2,5.43,,0,5.43,'26/08/07,,'26/09/11
500,1213,大飲,09/04,7.7,+0.23,+3.08,2026,年,0,0,0,,0,,0,0,,,
501,1215,卜蜂,09/04,110.5,+0.5,+0.45,2026,年,7,0,7,142.5,4.91,,0,4.91,'26/05/27,,'26/06/24
502,1216,統一,09/04,75.6,0,0,2026,年,3,0,3,78.2,3.84,,0,3.84,'26/07/30,,'26/09/04
503,1217,愛之味,09/04,9.95,-0.01,-0.1,2026,年,0.25,0,0.25,10.3,2.43,,0,2.43,'26/04/24,,'26/05/27
504,1218,泰山,09/04,14.45,+0.1,+0.7,,,,,,,,,,,,,
505,1219,福壽,09/04,11.6,+0.1,+0.87,2026,年,0.5,0,0.5,13,3.85,,0,3.85,'26/06/08,,'26/06/25
506,1220,台榮,09/04,10.7,0,0,2026,年,0.2,0,0.2,11.4,1.75,,0,1.75,'26/07/16,,'26/08/18
507,1227,佳格,09/04,28.55,0,0,2026,年,1.34,0,1.34,29.95,4.47,,0,4.47,'26/07/23,,'26/08/19
508,1232,大統益,09/04,157,+1.5,+0.96,2026,年,7.2,0,7.2,150.5,4.78,,0,4.78,'26/06/15,,'26/07/17
509,1233,天仁,09/04,28,-0.3,-1.06,2026,年,0.2,0,0.2,29,0.69,,0,0.69,'26/07/21,,'26/08/14
510,1234,黑松,09/04,33.45,+0.15,+0.45,2026,年,1.65,0,1.65,34.95,4.72,,0,4.72,'26/06/29,,'26/07/24
511,1236,宏亞,09/04,26.15,+0.1,+0.38,2026,年,1.65,0,1.65,26.3,6.27,,0,6.27,'26/07/09,,'26/08/06
512,1256,鮮活果汁-KY,09/04,173,0,0,2026,年,6.6,0,6.6,199.5,3.31,,0,3.31,'26/07/09,,'26/08/12
513,1259,安心,09/04,64.1,+0.5,+0.79,2026,年,1.2,0,1.2,57.7,2.08,,0,2.08,'26/06/25,,'26/07/28
514,1264,德麥,09/04,252,0,0,2026,年,15,0,15,271.5,5.52,,0,5.52,'26/07/15,,'26/08/10
515,1268,漢來美食,09/04,182,+0.5,+0.28,2026,年,8,0,8,182,4.4,,0,4.4,'26/09/07,,'26/10/06
516,1295,生合,09/04,45.35,0,0,2026,年,3,0,3,69,4.35,,0,4.35,'26/03/27,,'26/04/28
517,1301,台塑,09/04,66,+0.3,+0.46,2026,年,0.5,0,0.5,53.2,0.94,,0,0.94,'26/06/30,,'26/08/04
518,1303,南亞,09/04,225.5,+4.5,+2.04,2026,年,0.8,0,0.8,166.5,0.48,,0,0.48,'26/07/08,,'26/08/07
519,1304,台聚,09/04,12.35,-0.1,-0.8,2026,年,0.15,0,0.15,13.35,1.12,,0,1.12,'26/07/23,,'26/08/21
520,1305,華夏,09/04,12.2,-0.15,-1.21,2026,年,0.1,0,0.1,12.7,0.79,,0,0.79,'26/07/23,,'26/08/21
521,1307,三芳,09/04,30.45,+0.1,+0.33,2026,年,2.2,0,2.2,35.8,6.15,,0,6.15,'26/07/06,,'26/07/31
522,1308,亞聚,09/04,14.15,-0.25,-1.74,2026,年,0.2,0,0.2,14.6,1.37,,0,1.37,'26/07/23,,'26/08/21
523,1309,台達化,09/04,13.65,+0.05,+0.37,2026,年,0.15,0,0.15,14.8,1.01,,0,1.01,'26/07/23,,'26/08/21
524,1310,台苯,09/04,8.72,-0.1,-1.13,2026,年,0,0,0,,0,,0,0,,,
525,1312,國喬,09/04,14.6,-0.3,-2.01,2026,年,0,0,0,,0,,0,0,,,
527,1313,聯成,09/04,11.9,0,0,2026,年,0.1,0,0.1,11.6,0.86,,0,0.86,'26/06/22,,'26/07/17
528,1314,中石化,09/04,8.12,0,0,2026,年,0,0,0,,0,,0,0,,,
529,1315,達新,09/04,65.8,+0.1,+0.15,2026,半年,4.5,0,4.5,66.3,6.82,,0,6.82,'26/08/27,,'26/09/24
530,1316,上曜,09/04,10.6,-0.15,-1.4,2026,半年,0,0,0,,0,,0,0,,,
531,1319,東陽,09/04,82.6,+1.2,+1.47,2026,年,5,0,5,99.2,5.04,,0,5.04,'26/06/22,,'26/07/16
532,1321,大洋,09/04,32.5,-0.1,-0.31,2026,年,0,0,0,,0,,0,0,,,
533,1323,永裕,09/04,21.25,-0.1,-0.47,2026,年,0.9,0,0.9,20.95,4.3,,0,4.3,'26/06/02,,'26/06/24
534,1324,地球,09/04,10.1,-0.15,-1.46,2026,年,0,0,0,,0,,0,0,,,
535,1325,恆大,09/04,25.5,+0.1,+0.39,2026,年,0,0,0,,0,,0,0,,,
536,1326,台化,09/04,69.8,+0.1,+0.14,2026,年,0.6,0,0.6,53.1,1.13,,0,1.13,'26/06/24,,'26/07/28
537,1336,台翰,09/04,16.15,+0.05,+0.31,2026,年,0.26,0,0.26,15.95,1.63,,0,1.63,'26/07/15,,'26/08/07
538,1337,再生-KY,09/04,4.57,+0.05,+1.11,2026,年,0,0,0,,0,,0,0,,,
539,1338,廣華-KY,09/04,14.45,0,0,2026,年,0.311,0,0.311,17.35,1.8,,0,1.8,'26/07/09,,'26/07/27
540,1339,昭輝,09/04,43,+0.4,+0.94,2026,年,2.5,0,2.5,46.3,5.4,,0,5.4,'26/08/27,,'26/09/24
541,1340,勝悅-KY,09/04,5.23,+0.07,+1.36,2026,年,0,0,0,,0,,0,0,,,
542,1341,富林-KY,09/04,59.5,+0.6,+1.02,2026,季,4,0,4,61.9,6.46,,0,6.46,'26/06/23,,'26/07/10
543,1342,八貫,09/04,102.5,+0.5,+0.49,2026,年,6,0,6,95.9,6.26,,0,6.26,'26/03/12,,'26/04/16
544,1402,遠東新,09/04,29.15,+0.05,+0.17,2026,年,1.25,0,1.25,26.85,4.66,,0,4.66,'26/07/14,,'26/08/12
545,1409,新纖,09/04,24.55,-0.05,-0.2,2026,年,0.9,0,0.9,24.85,3.62,,0,3.62,'26/08/27,,'26/09/29
546,1410,南染,09/04,24.55,0,0,2026,年,0.2,0,0.2,25.5,0.78,,0,0.78,'26/06/30,,'26/07/31
547,1413,宏洲,09/04,9.19,+0.11,+1.21,2026,年,0,0,0,,0,,0,0,,,
548,1414,東和,09/04,17.85,-0.05,-0.28,2026,年,0.2,0,0.2,17.45,1.15,,0,1.15,'26/03/31,,'26/04/24
549,1416,廣豐,09/04,11.75,+0.05,+0.43,2026,年,0.57,0,0.57,11.65,4.89,,0,4.89,'26/06/09,,'26/06/29
550,1417,嘉裕,09/04,8.28,-0.01,-0.12,2026,年,0.25,0,0.25,8.8,2.84,,0,2.84,'26/07/23,,'26/08/28
551,1418,東華,09/04,17.6,+0.15,+0.86,2026,年,0,0,0,,0,,0,0,,,
552,1419,新紡,09/04,66.9,+0.5,+0.75,2026,年,1.8,0,1.8,65.6,2.74,,0,2.74,'26/08/06,,'26/09/04
553,1423,利華,09/04,35.45,-0.05,-0.14,2026,年,3.6,0,3.6,44.9,8.02,,0,8.02,'26/06/18,,'26/07/17
554,1432,大魯閣,09/04,15,0,0,2026,年,2,0,2,18,11.1,,0,11.1,'26/06/23,,'26/07/16
555,1434,福懋,09/04,18.2,+0.1,+0.55,2026,年,0.5,0,0.5,19.55,2.56,,0,2.56,'26/07/16,,'26/08/20
556,1435,中福,09/04,22,+0.95,+4.51,2026,年,0,0,0,,0,,0,0,,,
557,1437,勤益控,09/04,32.05,+0.1,+0.31,2026,季,0.965,0,0.965,30.85,3.03,,0,3.03,'26/08/05,,'26/09/04
558,1438,三地開發,09/04,22.4,+0.1,+0.45,2026,年,0.2,0.8,1,22.4,0.89,22.4,3.57,4.46,'26/09/09,'26/09/09,'26/10/13
559,1439,雋揚,09/04,29.1,+0.2,+0.69,2026,年,0.5,0,0.5,29.1,1.72,,0,1.72,'26/08/06,,'26/09/09
560,1440,南紡,09/04,13.9,-0.3,-2.11,2026,年,0.3,0,0.3,13.45,2.23,,0,2.23,'26/07/16,,'26/08/12
561,1441,大東,09/04,8.8,0,0,2026,年,0,0,0,,0,,0,0,,,
562,1442,名軒,09/04,30,+0.5,+1.69,2026,年,2.4,0,2.4,30,8,,0,8,,,
563,1443,立益物流,09/04,23.7,-0.1,-0.42,2026,年,0,0,0,,0,,0,0,,,
564,1444,力麗,09/04,7.09,-0.01,-0.14,2026,年,0,0,0,,0,,0,0,,,
565,1445,大宇,09/04,10.15,-0.05,-0.49,2026,年,0.5,0,0.5,13.4,3.73,,0,3.73,'26/04/01,,'26/04/24
566,1446,宏和,09/04,13.4,-0.05,-0.37,2026,年,1.5,0,1.5,17.2,8.72,,0,8.72,'26/07/09,,'26/08/07
567,1447,力鵬,09/04,6.71,-0.04,-0.59,2026,年,0,0,0,,0,,0,0,,,
568,1451,年興,09/04,17.25,0,0,2026,年,1,0,1,18.65,5.36,,0,5.36,'26/04/16,,'26/05/18
569,1452,宏益,09/04,11.35,0,0,2026,年,0.2,0,0.2,10.9,1.83,,0,1.83,'26/07/02,,'26/08/06
570,1454,台富,09/04,12.15,+0.05,+0.41,2026,年,0.1,0,0.1,12.4,0.81,,0,0.81,'26/08/24,,'26/09/22
571,1455,集盛,09/04,9.96,-0.01,-0.1,2026,年,0.16,0,0.16,10.2,1.57,,0,1.57,'26/07/03,,'26/08/05
572,1456,怡華,09/04,14,0,0,2026,年,0,0,0,,0,,0,0,,,
573,1457,宜進,09/04,14.5,+0.1,+0.69,2026,年,1,0,1,16.3,6.13,,0,6.13,'26/03/27,,'26/04/30
574,1459,聯發,09/04,15.65,+0.35,+2.29,2026,年,0.2,0,0.2,11.6,1.72,,0,1.72,'26/05/28,,'26/06/23
575,1460,宏遠,09/04,6.6,+0.04,+0.61,2026,年,0,0,0,,0,,0,0,,,
576,1463,強盛新,09/04,17.4,+0.05,+0.29,2026,年,0.127,0,0.127,17.4,0.73,,0,0.73,,,
577,1465,偉全,09/04,11.9,-0.05,-0.42,2026,年,0.3,0,0.3,12.7,2.36,,0,2.36,'26/08/03,,'26/08/28
578,1466,聚隆,09/04,15.95,+0.25,+1.59,2026,年,0.2,0,0.2,15.95,1.25,,0,1.25,'26/09/07,,'26/09/24
579,1467,南緯,09/04,8.19,-0.02,-0.24,2026,年,0,0,0,,0,,0,0,,,
580,1468,昶和,09/04,13,+0.1,+0.78,2026,年,0,0,0,,0,,0,0,,,
581,1470,大統新創,09/04,23.9,+0.1,+0.42,2026,半年,0.65,0,0.65,21.3,3.05,,0,3.05,'26/07/01,,'26/07/30
582,1471,首利,09/04,9.74,+0.01,+0.1,2026,年,0,0,0,,0,,0,0,,,
583,1472,三洋實業,09/04,89.9,+1.7,+1.93,2026,年,6,0,6,90.5,6.63,,0,6.63,'26/06/29,,'26/07/30
584,1473,台南,09/04,20.1,0,0,2026,年,0.5,0,0.5,20.9,2.39,,0,2.39,'26/06/10,,'26/06/30
585,1474,弘裕,09/04,10,+0.01,+0.1,2026,年,0.25,0,0.25,10.25,2.44,,0,2.44,'26/08/04,,'26/08/28
586,1475,業旺,09/04,26.4,+0.15,+0.57,2026,年,1.5,0,1.5,30.45,4.93,,0,4.93,'26/04/15,,'26/05/08
587,1476,儒鴻,09/04,313,-0.5,-0.16,2026,年,15,0,15,343.5,4.37,,0,4.37,'26/06/17,,'26/07/10
588,1477,聚陽,09/04,196.5,+2.5,+1.29,2026,半年,15,0,15,218,6.11,,0,6.11,'26/08/17,,'26/09/03
589,1503,士電,09/04,207.5,+6.5,+3.23,2026,年,5,0,5,211.5,2.36,,0,2.36,'26/07/23,,'26/08/20
590,1504,東元,09/04,72.2,+1.2,+1.69,2026,年,2,0,2,71.8,2.79,,0,2.79,'26/06/17,,'26/07/15
591,1506,正道,09/04,10.1,+0.05,+0.5,2026,年,0,0,0,,0,,0,0,,,
592,1512,瑞利,09/04,6.25,+0.05,+0.81,2026,年,0,0,0,,0,,0,0,,,
593,1513,中興電,09/04,165.5,+3,+1.85,2026,年,6,0,6,171.5,3.5,,0,3.5,'26/07/09,,'26/08/19
594,1515,力山,09/04,30.8,-0.2,-0.65,2026,年,0.6,0,0.6,23.85,2.52,,0,2.52,'26/06/10,,'26/07/08
595,1516,川飛,09/04,14.35,0,0,2026,年,0,0,0,,0,,0,0,,,
596,1517,利奇,09/04,10.95,+0.15,+1.39,2026,年,0.2,0,0.2,10.95,1.83,,0,1.83,'26/09/16,,'26/10/14
597,1521,大億,09/04,25.75,-0.05,-0.19,2026,年,0.75,0,0.75,25.95,2.89,,0,2.89,'26/06/30,,'26/07/30
598,1522,堤維西,09/04,26.95,0,0,2026,年,1.2,0,1.2,30.1,3.99,,0,3.99,'26/07/16,,'26/08/14
600,1524,耿鼎,09/04,26.9,+0.15,+0.56,2026,年,1.4,0,1.4,30.6,4.58,,0,4.58,'26/04/16,,'26/05/14
601,1525,江申,09/04,66.6,0,0,2026,年,2.8,0,2.8,65.8,4.26,,0,4.26,'26/06/25,,'26/07/29
602,1526,日馳,09/04,15.75,+0.35,+2.27,2026,半年,0,0,0,,0,,0,0,,,
603,1527,鑽全,09/04,32.7,+0.05,+0.15,2026,年,1.5,0,1.5,33.75,4.44,,0,4.44,'26/08/03,,'26/08/28
604,1528,恩德,09/04,19.15,+0.45,+2.41,2026,年,0,0,0,,0,,0,0,,,
605,1529,樂事綠能,09/04,16.45,-0.25,-1.5,2026,年,0.5,0.5,1,20.4,2.45,20.4,2.45,4.9,'26/07/21,'26/07/21,'26/09/24
606,1530,亞崴,09/04,28.25,-0.35,-1.22,2026,年,0.1,0.9,1,31.1,0.32,31.1,2.89,3.22,'26/07/27,'26/07/27,'26/08/31
607,1531,高林股,09/04,12.05,+0.15,+1.26,2026,年,1,0,1,13.7,7.3,,0,7.3,'26/08/31,,'26/09/18
608,1532,勤美,09/04,23,-0.05,-0.22,2026,年,0.8,0,0.8,22.55,3.55,,0,3.55,'26/07/31,,'26/08/18
609,1533,車王電,09/04,30.95,-0.45,-1.43,2026,年,0,0,0,,0,,0,0,,,
610,1535,中宇,09/04,45.35,+0.05,+0.11,2026,年,3,0,3,50.3,5.96,,0,5.96,'26/07/21,,'26/08/14
611,1536,和大,09/04,49.8,+0.6,+1.22,2026,半年,0,0,0,,0,,0,0,,,
612,1537,廣隆,09/04,115.5,-1,-0.86,2026,年,7.2,0,7.2,127.5,5.65,,0,5.65,'26/08/19,,'26/09/16
613,1538,正峰,09/04,8.96,0,0,2026,年,0,0,0,,0,,0,0,,,
614,1539,巨庭,09/04,15.6,0,0,2026,年,0,0,0,,0,,0,0,,,
615,1540,喬福,09/04,19.85,+0.15,+0.76,2026,年,1,0,1,20.75,4.82,,0,4.82,'26/07/29,,'26/08/28
616,1541,錩泰,09/04,21.3,-0.25,-1.16,2026,年,0,0,0,,0,,0,0,,,
617,1558,伸興,09/04,106.5,+0.5,+0.47,2026,年,5,0,5,93.6,5.34,,0,5.34,'26/07/23,,'26/08/28
618,1560,中砂,09/04,695,-16,-2.25,2026,年,4.942,0,4.942,742,0.67,,0,0.67,'26/07/16,,'26/08/06
619,1565,精華,09/04,98.6,-0.9,-0.9,2026,年,5.8,0,5.8,98.6,5.88,,0,5.88,'26/10/12,,'26/10/30
620,1568,倉佑,09/04,29.45,+0.75,+2.61,2026,年,1,0,1,35.1,2.85,,0,2.85,'26/05/27,,'26/06/24
621,1569,濱川,09/04,48.7,+3.3,+7.27,2026,年,0,0,0,,0,,0,0,,,
622,1570,力肯,09/04,32.8,-0.2,-0.61,2026,年,1,0,1,40.2,2.49,,0,2.49,'26/06/26,,'26/07/30
623,1580,新麥,09/04,102.5,-0.5,-0.49,2026,年,8.5,0,8.5,123.5,6.88,,0,6.88,'26/07/14,,'26/08/17
624,1582,信錦,09/04,74.1,+0.9,+1.23,2026,年,3,0,3,91.7,3.27,,0,3.27,'26/06/16,,'26/07/15
625,1583,程泰,09/04,48.95,+0.7,+1.45,2026,年,0.1,0.9,1,51.3,0.19,51.3,1.75,1.95,'26/08/26,'26/08/26,'26/09/30
626,1584,精剛,09/04,18,-0.1,-0.55,2026,年,0.258,0,0.258,19.65,1.31,,0,1.31,'26/06/22,,'26/07/10
627,1586,和勤,09/04,18,0,0,2026,年,0,0,0,,0,,0,0,,,
628,1587,吉茂,09/04,24.05,-0.15,-0.62,2026,半年,0,0,0,,0,,0,0,,,
629,1590,亞德客-KY,09/04,1395,+20,+1.45,2026,年,29.11,0,29.11,1430,2.04,,0,2.04,'26/07/23,,'26/08/28
630,1591,駿吉-KY,09/04,35.75,+0.35,+0.99,2026,半年,0,0,0,,0,,0,0,,,
631,1593,祺驊,09/04,31.75,+0.15,+0.47,2026,季,2,0,2,32.25,6.2,,0,6.2,'26/06/17,,'26/07/17
632,1595,川寶,09/04,68.8,-1.2,-1.71,2026,年,0.5,0,0.5,68.8,0.73,,0,0.73,,,
633,1597,直得,09/04,155,+10.5,+7.27,2026,年,0.7,0,0.7,135,0.52,,0,0.52,'26/08/20,,'26/09/16
634,1598,岱宇,09/04,20.2,+0.3,+1.51,2026,年,0.5,0,0.5,19.35,2.58,,0,2.58,'26/06/30,,'26/07/20
635,1599,宏佳騰,09/04,22.9,-0.15,-0.65,2026,年,0.5,0,0.5,22.9,2.18,,0,2.18,'26/09/16,,'26/10/15
636,1603,華電,09/04,30.4,+0.05,+0.16,2026,年,2,0,2,31.85,6.28,,0,6.28,'26/07/14,,'26/08/05
637,1604,聲寶,09/04,23.5,+0.05,+0.21,2026,年,1.5,0,1.5,25.35,5.92,,0,5.92,'26/04/16,,'26/05/14
638,1605,華新,09/04,38.4,+0.8,+2.13,2026,年,0.5,0,0.5,34.8,1.44,,0,1.44,'26/06/11,,'26/07/15
639,1608,華榮,09/04,36.5,+0.15,+0.41,2026,年,2,0,2,31.8,6.29,,0,6.29,'26/07/22,,'26/08/26
640,1611,中電,09/04,11.75,+0.1,+0.86,2026,年,0.8,0,0.8,13.3,6.02,,0,6.02,'26/03/26,,'26/04/24
641,1612,宏泰,09/04,34.85,+0.1,+0.29,2026,年,2.5,0,2.5,37.1,6.74,,0,6.74,'26/07/02,,'26/07/31
642,1614,三洋電,09/04,30.6,+0.05,+0.16,2026,年,0.968,0,0.968,32.4,2.99,,0,2.99,'26/07/16,,'26/08/07
643,1616,億泰,09/04,19,+0.2,+1.06,2026,年,1.358,0,1.358,23.25,5.84,,0,5.84,'26/07/09,,'26/08/05
644,1617,榮星,09/04,18.55,+0.25,+1.37,2026,年,0.6,0,0.6,19.25,3.12,,0,3.12,'26/07/24,,'26/08/26
645,1618,合機,09/04,39.65,+0.15,+0.38,2026,年,1.7,0,1.7,41.7,4.08,,0,4.08,'26/08/17,,'26/09/18
646,1623,大東電,09/04,208,+1,+0.48,2026,季,8,0,8,200,4,,0,4,'26/03/24,,'26/04/15
647,1626,艾美特-KY,09/04,9.66,+0.03,+0.31,2026,年,0,0,0,,0,,0,0,,,
648,1702,南僑,09/04,32.6,+0.15,+0.46,2026,年,1.6,0,1.6,32.9,4.86,,0,4.86,'26/05/28,,'26/06/26
649,1707,葡萄王,09/04,90.5,-0.2,-0.22,2026,半年,6,0,6,103,5.42,,0,5.42,'26/06/17,,'26/07/16
650,1708,東鹼,09/04,51.2,+0.6,+1.19,2026,年,1.6,0,1.6,38.45,4.16,,0,4.16,'26/05/28,,'26/06/26
651,1709,和益,09/04,34,+0.55,+1.64,2026,半年,1,0,1,34.15,2.93,,0,2.93,'26/08/28,,'26/10/01
652,1710,東聯,09/04,15.95,-0.25,-1.54,2026,年,0,0,0,,0,,0,0,,,
653,1711,永光,09/04,42.3,+0.75,+1.81,2026,年,0,0,0,,0,,0,0,,,
654,1712,興農,09/04,40.65,+0.05,+0.12,2026,年,2.5,0,2.5,47,5.32,,0,5.32,'26/03/18,,'26/04/16
655,1713,國化,09/04,43.45,-0.5,-1.14,2026,年,3.1,0,3.1,46.95,6.6,,0,6.6,'26/08/06,,'26/08/28
656,1714,和桐,09/04,16.65,+0.1,+0.6,2026,年,0.18,0,0.18,16.75,1.07,,0,1.07,'26/08/20,,'26/09/18
657,1717,長興,09/04,76.1,-0.7,-0.91,2026,年,1,0,1,78.8,1.27,,0,1.27,'26/04/24,,'26/05/26
658,1718,中纖,09/04,10.6,-0.1,-0.93,2026,年,0,0,0,,0,,0,0,,,
659,1720,生達,09/04,56,0,0,2026,年,2,1,3,63.5,3.15,63.5,1.57,4.72,'26/07/23,'26/07/23,'26/08/27
660,1721,三晃,09/04,20.4,+0.4,+2,2026,年,0,0,0,,0,,0,0,,,
661,1722,台肥,09/04,44.8,+0.15,+0.34,2026,年,2,0,2,46.2,4.33,,0,4.33,'26/08/25,,'26/09/18
662,1723,中碳,09/04,86,-0.9,-1.04,2026,年,1.85,0,1.85,82.6,2.24,,0,2.24,'26/07/09,,'26/08/07
663,1725,元禎,09/04,32,+0.65,+2.07,2026,年,1.07,0,1.07,34.75,3.08,,0,3.08,'26/07/01,,'26/07/24
664,1726,永記,09/04,77.4,+0.5,+0.65,2026,年,3.7,0,3.7,80.2,4.61,,0,4.61,'26/07/21,,'26/08/17
665,1727,中華化,09/04,94.7,+5.5,+6.17,2026,年,0.15,0,0.15,88,0.17,,0,0.17,'26/06/30,,'26/07/30
666,1730,花仙子,09/04,51.5,0,0,2026,半年,3,0,3,53.3,5.63,,0,5.63,'26/07/03,,'26/07/31
667,1731,美吾華,09/04,20.95,+0.05,+0.24,2026,年,1.22,0,1.22,21.8,5.6,,0,5.6,'26/06/30,,'26/07/24
668,1732,毛寶,09/04,26.1,+0.25,+0.97,2026,年,0.6,0,0.6,26.45,2.27,,0,2.27,'26/09/01,,'26/09/30
669,1733,五鼎,09/04,32.35,+0.1,+0.31,2026,年,1.3,0,1.3,29.9,4.35,,0,4.35,'26/06/09,,'26/07/09
670,1735,日勝化,09/04,20.25,+0.15,+0.75,2026,年,0.65,0,0.65,23.15,2.81,,0,2.81,'26/06/22,,'26/07/10
671,1736,喬山,09/04,125.5,+3.5,+2.87,2026,年,4.5,0,4.5,130,3.46,,0,3.46,'26/08/04,,'26/08/31
672,1737,臺鹽,09/04,30.65,0,0,2026,年,1.4,0,1.4,32.5,4.31,,0,4.31,'26/08/24,,'26/09/18
673,1742,台蠟,09/04,17.8,+0.2,+1.14,2026,年,0,0,0,,0,,0,0,,,
674,1752,南光,09/04,31.85,+0.4,+1.27,2026,年,1.6,0,1.6,33.2,4.82,,0,4.82,'26/07/02,,'26/07/29
675,1760,寶齡富錦,09/04,56.3,0,0,2026,年,2,0,2,61.5,3.25,,0,3.25,'26/06/11,,'26/07/09
676,1762,中化生,09/04,35.75,-0.15,-0.42,2026,年,0,0,0,,0,,0,0,,,
677,1776,展宇,09/04,17.2,+0.2,+1.18,2026,年,0.6,0,0.6,17.85,3.36,,0,3.36,'26/06/12,,'26/07/03
678,1777,生泰,09/04,75.2,+0.9,+1.21,2026,年,4,0,4,75.3,5.31,,0,5.31,'26/07/16,,'26/08/13
679,1780,立弘,09/04,24.4,+0.1,+0.41,2026,年,1.25,0,1.25,33,3.79,,0,3.79,'26/06/04,,'26/07/03
680,1781,合世,09/04,10.3,+0.1,+0.98,2026,年,0,0,0,,0,,0,0,,,
681,1783,和康生,09/04,38.3,-0.5,-1.29,2026,年,2,0,2,41.35,4.84,,0,4.84,'26/09/01,,'26/09/30
682,1784,訊聯,09/04,59.2,+0.1,+0.17,2026,半年,0.872,0,0.872,59.2,1.47,,0,1.47,,,
683,1785,光洋科,09/04,102,+2,+2,2026,年,2,0,2,121,1.65,,0,1.65,'26/07/16,,'26/08/10
684,1786,科妍,09/04,47.05,+2.75,+6.21,2026,年,1.909,0,1.909,60.6,3.15,,0,3.15,'26/04/29,,'26/05/29
685,1788,杏昌,09/04,128.5,0,0,2026,年,7,0,7,136,5.15,,0,5.15,'26/06/16,,'26/07/15
686,1789,神隆,09/04,19.1,+0.2,+1.06,2026,年,0.29,0,0.29,20.8,1.39,,0,1.39,'26/07/02,,'26/07/27
687,1795,美時,09/04,182,+0.5,+0.28,2026,年,2.565,0.13,2.695,193,1.33,193,0.07,1.4,'26/08/31,'26/08/31,'26/10/05
688,1796,金穎生技,09/04,30.2,0,0,2026,年,0.7,0,0.7,33,2.12,,0,2.12,'26/07/14,,'26/07/30
689,1799,易威,09/04,29.7,-0.05,-0.17,2026,年,0,0,0,,0,,0,0,,,
690,1802,台玻,09/04,59.1,+0.5,+0.85,2026,年,0,0,0,,0,,0,0,,,
691,1805,寶徠,09/04,10.1,-0.05,-0.49,2026,年,0,0,0,,0,,0,0,,,
692,1806,冠軍,09/04,8.04,+0.02,+0.25,2026,半年,0.15,0,0.15,8.38,1.79,,0,1.79,'26/07/23,,'26/08/20
693,1808,潤隆,09/04,34.7,-1.1,-3.07,2026,年,1.5,0,1.5,34.7,4.32,,0,4.32,'26/09/23,,'26/10/30
694,1809,中釉,09/04,37.75,+0.65,+1.75,2026,年,0.25,0,0.25,40,0.62,,0,0.62,'26/07/23,,'26/08/20
695,1810,和成,09/04,24.25,+0.25,+1.04,2026,年,0.2,0,0.2,20.7,0.97,,0,0.97,'26/06/12,,'26/07/14
696,1813,寶利徠,09/04,11.45,+0.05,+0.44,2026,年,0,0,0,,0,,0,0,,,
697,1815,富喬,09/04,118.5,-1.5,-1.25,2026,年,0.5,0.5,1,118.5,0.42,118.5,0.42,0.84,'26/09/09,'26/09/09,'26/10/13
698,1817,凱撒衛,09/04,40.05,0,0,2026,年,2.2,0,2.2,40.15,5.48,,0,5.48,'26/06/30,,'26/07/24
699,1903,士紙,09/04,47.65,+0.05,+0.11,2026,年,0,0,0,,0,,0,0,,,
700,1904,正隆,09/04,24.8,-0.3,-1.2,2026,年,0.45,0,0.45,23.1,1.95,,0,1.95,'26/06/22,,'26/07/24
701,1905,華紙,09/04,13.5,-0.15,-1.1,2026,年,0,0,0,,0,,0,0,,,
702,1906,寶隆,09/04,11.2,0,0,2026,半年,0,0,0,,0,,0,0,,,
703,1907,永豐餘,09/04,29.85,-0.45,-1.49,2026,年,1,0,1,27.75,3.6,,0,3.6,'26/07/13,,'26/08/06
704,1909,榮成,09/04,11,-0.15,-1.35,2026,半年,0,0,0,,0,,0,0,,,
705,2002,中鋼,09/04,19.1,+0.1,+0.53,2026,年,0.15,0,0.15,19.1,0.79,,0,0.79,'26/07/24,,'26/08/26
707,2006,東和鋼鐵,09/04,81.6,-1,-1.21,2026,年,4.3,0,4.3,75,5.73,,0,5.73,'26/03/20,,'26/04/24
708,2007,燁興,09/04,7,+0.07,+1.01,2026,年,0,0,0,,0,,0,0,,,
709,2008,高興昌,09/04,30.8,+0.3,+0.98,2026,年,1,0,1,29.85,3.35,,0,3.35,'26/07/10,,'26/08/13
710,2009,第一銅,09/04,39.4,+0.2,+0.51,2026,年,0.4,0,0.4,36.75,1.09,,0,1.09,'26/07/29,,'26/09/02
711,2010,春源,09/04,22.55,0,0,2026,年,2,0,2,23.7,8.44,,0,8.44,'26/07/02,,'26/07/31
712,2012,春雨,09/04,14.5,+0.05,+0.35,2026,半年,0.3,0,0.3,14.95,2.01,,0,2.01,'26/08/25,,'26/09/24
713,2013,中鋼構,09/04,41.75,+0.05,+0.12,2026,年,2.4,0,2.4,44,5.45,,0,5.45,'26/07/03,,'26/07/30
